Correctness Score,Concept Coverage,Reasoning Score,Missing Concepts,Engagement Score,Confidence Score,Hesitation Score,Eye Contact Score,Difficulty,Correct Streak,Wrong Streak,Policy
56,49,69,4,0.524,0.472,0.403,0.456,Hard,0,1,Maintain Difficulty
62,61,59,4,0.579,0.453,0.456,0.465,Medium,0,1,Probe Missing Concept
75,75,52,3,0.71,0.592,0.582,0.71,Easy,1,0,Maintain Difficulty
93,90,90,1,0.847,0.831,0.141,0.866,Easy,0,0,Increase Difficulty
73,76,76,3,0.71,0.63,0.27,0.678,Medium,2,0,Probe Missing Concept
60,54,46,4,0.565,0.428,0.64,0.501,Hard,0,1,Maintain Difficulty
69,67,68,4,0.633,0.577,0.393,0.576,Medium,1,0,Probe Missing Concept
38,47,43,6,0.37,0.452,0.605,0.456,Hard,0,5,Reduce Difficulty
90,84,85,2,0.833,0.883,0.248,0.74,Medium,0,1,Ask Application Question
77,71,86,2,0.714,0.67,0.256,0.644,Easy,1,0,Ask Follow-up Question
97,94,95,0,0.947,0.916,0.077,0.922,Easy,0,0,Increase Difficulty
73,67,84,1,0.591,0.649,0.343,0.521,Medium,0,1,Ask Follow-up Question
74,71,68,0,0.622,0.743,0.445,0.651,Medium,0,1,Maintain Difficulty
73,75,89,2,0.731,0.623,0.277,0.842,Easy,1,0,Probe Missing Concept
37,39,32,6,0.369,0.344,0.776,0.347,Hard,0,3,Reduce Difficulty
35,56,45,4,0.361,0.436,0.557,0.605,Medium,0,3,Reduce Difficulty
80,73,88,2,0.8,0.734,0.195,0.672,Medium,1,0,Ask Follow-up Question
68,68,57,3,0.633,0.561,0.528,0.635,Easy,2,0,Maintain Difficulty
74,67,83,2,0.63,0.617,0.374,0.556,Medium,1,0,Ask Follow-up Question
96,95,95,0,0.931,0.961,0.057,0.942,Hard,0,0,Switch Topic
78,71,81,1,0.665,0.721,0.4,0.691,Medium,0,1,Ask Follow-up Question
97,96,95,0,0.956,0.927,0.066,0.974,Hard,0,0,Switch Topic
91,87,88,1,0.808,0.793,0.191,0.828,Easy,0,0,Increase Difficulty
64,54,59,5,0.572,0.466,0.541,0.465,Medium,0,1,Probe Missing Concept
67,73,87,5,0.592,0.702,0.318,0.802,Easy,1,0,Probe Missing Concept
96,93,95,0,0.932,0.913,0.075,0.896,Easy,0,0,Increase Difficulty
76,70,81,3,0.685,0.583,0.391,0.66,Easy,2,0,Ask Follow-up Question
75,71,87,1,0.649,0.717,0.228,0.603,Easy,1,0,Ask Follow-up Question
53,61,46,4,0.508,0.413,0.633,0.574,Hard,0,1,Maintain Difficulty
64,76,69,4,0.588,0.56,0.271,0.591,Easy,0,1,Probe Missing Concept
94,93,93,0,0.879,0.903,0.079,0.881,Easy,0,0,Increase Difficulty
50,52,54,2,0.387,0.529,0.575,0.462,Easy,0,1,Maintain Difficulty
99,97,95,0,0.972,0.941,0.036,0.987,Easy,0,0,Increase Difficulty
49,35,41,5,0.462,0.303,0.69,0.313,Hard,0,1,Maintain Difficulty
87,86,83,0,0.853,0.694,0.163,0.72,Medium,1,0,Ask Application Question
59,66,61,6,0.489,0.547,0.413,0.478,Easy,0,0,Probe Missing Concept
71,70,78,3,0.533,0.518,0.456,0.652,Easy,2,0,Ask Follow-up Question
87,81,85,2,0.764,0.774,0.323,0.737,Medium,0,1,Ask Application Question
19,20,13,6,0.16,0.0,1.0,0.073,Medium,0,3,Reduce Difficulty
87,79,83,1,0.796,0.703,0.346,0.705,Medium,1,0,Ask Application Question
87,86,86,1,0.801,0.787,0.167,0.799,Medium,0,1,Ask Application Question
77,67,81,2,0.703,0.612,0.435,0.59,Easy,0,1,Ask Follow-up Question
60,49,58,5,0.529,0.432,0.611,0.453,Easy,0,1,Probe Missing Concept
24,28,27,8,0.157,0.216,0.837,0.178,Hard,1,0,Reduce Difficulty
28,27,21,8,0.203,0.222,0.941,0.154,Hard,0,3,Reduce Difficulty
32,30,38,7,0.28,0.316,0.686,0.207,Hard,0,4,Reduce Difficulty
80,72,86,2,0.781,0.708,0.271,0.68,Easy,1,0,Ask Follow-up Question
76,64,63,5,0.677,0.64,0.436,0.495,Medium,1,0,Probe Missing Concept
79,76,91,1,0.782,0.778,0.09,0.718,Easy,0,1,Ask Follow-up Question
81,80,81,2,0.645,0.621,0.319,0.649,Medium,2,0,Ask Application Question
93,93,94,0,0.888,0.904,0.082,0.895,Hard,0,0,Switch Topic
85,84,87,1,0.764,0.762,0.208,0.825,Medium,0,1,Ask Application Question
84,84,86,0,0.779,0.681,0.205,0.79,Medium,2,0,Ask Application Question
39,43,38,6,0.393,0.427,0.683,0.391,Medium,1,0,Reduce Difficulty
53,53,47,2,0.634,0.532,0.544,0.549,Medium,0,4,Reduce Difficulty
30,22,44,4,0.237,0.255,0.661,0.185,Hard,0,2,Maintain Difficulty
97,92,95,1,0.957,0.904,0.105,0.928,Hard,0,0,Switch Topic
85,79,83,2,0.746,0.704,0.347,0.709,Medium,0,1,Ask Application Question
58,82,85,2,0.552,0.623,0.234,0.789,Easy,0,1,Maintain Difficulty
89,86,92,0,0.884,0.835,0.161,0.963,Medium,0,1,Ask Application Question
70,69,73,3,0.677,0.573,0.356,0.636,Easy,0,1,Probe Missing Concept
61,58,64,5,0.537,0.494,0.498,0.518,Medium,0,1,Probe Missing Concept
93,90,90,1,0.855,0.825,0.151,0.866,Easy,0,0,Increase Difficulty
78,74,84,2,0.717,0.7,0.286,0.728,Medium,1,0,Ask Follow-up Question
95,95,95,0,0.936,0.913,0.058,0.948,Hard,0,0,Switch Topic
75,71,73,4,0.714,0.623,0.345,0.638,Medium,0,1,Probe Missing Concept
96,94,94,0,0.938,0.905,0.091,0.944,Hard,0,0,Switch Topic
97,92,94,0,0.93,0.914,0.108,0.9,Easy,0,0,Increase Difficulty
59,53,65,6,0.493,0.512,0.561,0.531,Easy,0,1,Probe Missing Concept
68,61,74,4,0.629,0.56,0.456,0.649,Medium,0,0,Probe Missing Concept
96,94,92,1,0.901,0.864,0.09,0.944,Easy,0,0,Increase Difficulty
68,66,79,3,0.665,0.542,0.383,0.713,Medium,1,0,Probe Missing Concept
32,29,26,5,0.322,0.194,0.842,0.206,Hard,1,0,Reduce Difficulty
79,76,81,2,0.61,0.57,0.44,0.666,Medium,1,0,Ask Application Question
83,83,85,1,0.738,0.668,0.243,0.772,Medium,0,2,Ask Application Question
88,82,86,2,0.802,0.797,0.279,0.765,Medium,1,0,Ask Application Question
34,29,26,8,0.29,0.298,0.873,0.182,Hard,0,4,Reduce Difficulty
24,31,27,5,0.234,0.133,0.819,0.251,Hard,1,0,Reduce Difficulty
57,45,49,3,0.499,0.466,0.618,0.403,Hard,1,0,Maintain Difficulty
74,65,81,3,0.626,0.56,0.457,0.52,Easy,2,0,Ask Follow-up Question
93,92,94,0,0.902,0.888,0.078,0.89,Hard,0,0,Switch Topic
92,90,90,1,0.858,0.846,0.137,0.892,Hard,0,0,Switch Topic
55,44,52,5,0.513,0.395,0.58,0.409,Medium,2,0,Maintain Difficulty
96,90,92,0,0.884,0.884,0.145,0.887,Easy,0,0,Increase Difficulty
94,90,89,1,0.851,0.826,0.166,0.881,Easy,0,0,Increase Difficulty
74,71,83,3,0.647,0.58,0.331,0.645,Easy,1,0,Ask Follow-up Question
77,70,83,1,0.662,0.712,0.368,0.641,Easy,0,1,Ask Follow-up Question
63,69,72,1,0.535,0.669,0.391,0.643,Medium,0,1,Maintain Difficulty
98,96,96,0,0.964,0.963,0.038,0.952,Easy,0,0,Increase Difficulty
79,73,85,1,0.724,0.732,0.276,0.686,Medium,1,0,Ask Follow-up Question
95,93,93,0,0.893,0.877,0.084,0.904,Easy,0,0,Increase Difficulty
55,74,90,2,0.535,0.575,0.175,0.72,Easy,2,0,Maintain Difficulty
32,36,31,4,0.354,0.208,0.761,0.323,Medium,0,5,Reduce Difficulty
90,87,91,0,0.89,0.87,0.152,0.915,Medium,0,1,Ask Application Question
83,80,83,1,0.704,0.652,0.335,0.719,Medium,0,1,Ask Application Question
53,47,50,4,0.472,0.432,0.603,0.431,Easy,0,1,Maintain Difficulty
84,72,89,0,0.83,0.901,0.228,0.668,Medium,0,1,Ask Follow-up Question
57,51,53,6,0.465,0.433,0.587,0.391,Medium,0,2,Probe Missing Concept
55,55,56,4,0.518,0.444,0.534,0.52,Medium,0,2,Maintain Difficulty
96,92,94,0,0.932,0.908,0.106,0.915,Hard,0,0,Switch Topic
40,48,49,6,0.416,0.268,0.588,0.464,Hard,1,0,Maintain Difficulty
92,92,92,1,0.864,0.866,0.094,0.892,Hard,0,0,Switch Topic
93,91,89,0,0.941,0.94,0.045,0.857,Medium,0,1,Ask Application Question
75,68,78,2,0.605,0.589,0.484,0.64,Easy,1,0,Ask Follow-up Question
94,92,94,0,0.908,0.906,0.09,0.903,Hard,0,0,Switch Topic
86,84,85,2,0.743,0.779,0.235,0.761,Medium,1,0,Ask Application Question
79,77,85,2,0.756,0.718,0.211,0.816,Medium,2,0,Ask Follow-up Question
38,40,45,5,0.397,0.406,0.576,0.354,Hard,0,3,Reduce Difficulty
94,91,92,0,0.877,0.868,0.107,0.875,Easy,0,0,Increase Difficulty
98,95,95,0,0.957,0.953,0.082,0.964,Hard,0,0,Switch Topic
47,25,42,5,0.402,0.319,0.689,0.208,Easy,1,0,Maintain Difficulty
96,95,92,0,0.891,0.896,0.081,0.937,Easy,0,0,Increase Difficulty
88,51,84,0,0.734,0.824,0.301,0.433,Hard,1,0,Maintain Difficulty
96,96,96,0,0.95,0.951,0.051,0.953,Hard,0,0,Switch Topic
84,82,85,1,0.741,0.67,0.257,0.764,Medium,2,0,Ask Application Question
75,73,86,1,0.645,0.714,0.236,0.664,Easy,1,0,Ask Follow-up Question
95,93,91,0,0.88,0.867,0.111,0.927,Easy,0,0,Increase Difficulty
44,46,36,3,0.521,0.371,0.701,0.453,Medium,0,3,Reduce Difficulty
74,70,82,1,0.599,0.642,0.356,0.612,Easy,0,1,Ask Follow-up Question
75,62,65,2,0.684,0.624,0.456,0.567,Hard,2,0,Maintain Difficulty
96,93,94,0,0.927,0.904,0.073,0.909,Easy,0,0,Increase Difficulty
35,39,28,6,0.342,0.309,0.821,0.35,Hard,0,3,Reduce Difficulty
78,54,78,4,0.737,0.625,0.547,0.687,Easy,1,0,Probe Missing Concept
83,63,71,0,0.694,0.791,0.419,0.551,Easy,2,0,Maintain Difficulty
51,50,52,7,0.401,0.396,0.601,0.382,Medium,0,3,Probe Missing Concept
60,53,72,5,0.516,0.502,0.555,0.617,Easy,1,0,Probe Missing Concept
36,48,36,5,0.372,0.378,0.698,0.486,Medium,0,4,Reduce Difficulty
81,69,83,2,0.804,0.661,0.367,0.663,Easy,0,1,Ask Follow-up Question
27,39,50,6,0.277,0.197,0.575,0.376,Medium,0,2,Maintain Difficulty
96,91,96,0,0.947,0.907,0.079,0.852,Easy,0,0,Increase Difficulty
45,45,40,8,0.405,0.573,0.683,0.403,Medium,1,0,Reduce Difficulty
83,84,82,2,0.704,0.712,0.221,0.686,Medium,1,0,Ask Application Question
92,80,86,2,0.921,0.799,0.243,0.783,Medium,2,0,Probe Missing Concept
76,74,84,3,0.709,0.611,0.26,0.732,Medium,1,0,Ask Follow-up Question
87,87,85,1,0.807,0.791,0.145,0.772,Medium,1,0,Ask Application Question
97,95,95,0,0.949,0.93,0.064,0.961,Hard,0,0,Switch Topic
65,60,66,6,0.564,0.57,0.481,0.539,Easy,1,0,Probe Missing Concept
35,41,37,6,0.328,0.399,0.694,0.369,Hard,0,3,Reduce Difficulty
61,57,72,6,0.496,0.578,0.523,0.604,Medium,0,2,Probe Missing Concept
85,81,88,2,0.73,0.747,0.299,0.824,Medium,0,1,Ask Application Question
27,37,33,6,0.246,0.249,0.741,0.324,Medium,0,4,Reduce Difficulty
91,83,88,1,0.869,0.867,0.27,0.813,Medium,1,0,Ask Application Question
95,93,96,0,0.955,0.912,0.057,0.908,Hard,0,0,Switch Topic
87,86,86,1,0.79,0.808,0.183,0.786,Medium,0,1,Ask Application Question
66,70,59,2,0.593,0.594,0.517,0.65,Easy,1,0,Maintain Difficulty
57,70,75,4,0.511,0.521,0.333,0.666,Easy,1,0,Probe Missing Concept
73,68,78,3,0.715,0.601,0.314,0.651,Easy,2,0,Maintain Difficulty
58,67,40,4,0.529,0.468,0.695,0.63,Hard,0,2,Maintain Difficulty
24,34,31,7,0.187,0.223,0.779,0.269,Hard,0,1,Reduce Difficulty
80,71,82,1,0.736,0.734,0.376,0.696,Easy,0,1,Ask Follow-up Question
65,86,73,1,0.601,0.663,0.368,0.826,Hard,2,0,Maintain Difficulty
95,90,92,0,0.887,0.865,0.141,0.883,Easy,0,0,Increase Difficulty
95,97,95,0,0.921,0.906,0.01,0.935,Easy,0,0,Increase Difficulty
98,95,96,0,0.958,0.96,0.061,0.937,Easy,0,0,Increase Difficulty
81,74,84,2,0.805,0.712,0.308,0.761,Easy,0,1,Ask Follow-up Question
78,78,87,2,0.746,0.725,0.16,0.805,Easy,1,0,Ask Follow-up Question
28,31,25,7,0.232,0.232,0.88,0.226,Medium,0,4,Reduce Difficulty
83,78,85,1,0.824,0.819,0.24,0.873,Easy,0,2,Ask Follow-up Question
30,37,29,5,0.305,0.21,0.803,0.322,Medium,0,3,Reduce Difficulty
75,69,81,2,0.636,0.595,0.391,0.622,Medium,0,1,Ask Follow-up Question
81,79,82,2,0.631,0.649,0.364,0.671,Medium,2,0,Ask Application Question
59,66,81,2,0.527,0.619,0.293,0.621,Easy,0,1,Maintain Difficulty
87,82,85,2,0.766,0.804,0.295,0.75,Medium,1,0,Ask Application Question
88,88,86,1,0.841,0.818,0.118,0.78,Medium,2,0,Ask Application Question
80,71,83,1,0.741,0.741,0.347,0.679,Medium,0,1,Ask Follow-up Question
59,38,68,3,0.532,0.477,0.427,0.338,Hard,1,0,Maintain Difficulty
95,94,93,1,0.905,0.865,0.066,0.911,Easy,0,0,Increase Difficulty
97,96,96,0,0.955,0.944,0.05,0.957,Hard,0,0,Switch Topic
46,61,38,5,0.433,0.352,0.703,0.577,Hard,1,0,Maintain Difficulty
40,45,47,5,0.42,0.444,0.539,0.429,Medium,0,4,Reduce Difficulty
87,88,86,1,0.801,0.82,0.111,0.794,Medium,2,0,Ask Application Question
34,38,34,5,0.343,0.307,0.733,0.337,Medium,0,4,Reduce Difficulty
26,36,38,4,0.287,0.174,0.652,0.33,Medium,1,0,Reduce Difficulty
90,89,90,1,0.823,0.801,0.136,0.825,Easy,0,0,Increase Difficulty
74,72,81,2,0.628,0.595,0.369,0.697,Medium,0,1,Ask Follow-up Question
97,93,94,0,0.928,0.911,0.097,0.922,Easy,0,0,Increase Difficulty
81,79,89,1,0.812,0.82,0.107,0.828,Medium,2,0,Ask Follow-up Question
81,75,78,4,0.776,0.713,0.302,0.685,Easy,0,1,Probe Missing Concept
95,96,93,1,0.909,0.876,0.044,0.954,Easy,0,0,Increase Difficulty
90,88,90,1,0.825,0.794,0.141,0.823,Easy,0,0,Increase Difficulty
72,62,64,2,0.659,0.605,0.469,0.571,Medium,0,1,Maintain Difficulty
90,88,88,0,0.882,0.843,0.109,0.828,Medium,1,0,Ask Application Question
78,76,83,2,0.712,0.709,0.294,0.797,Medium,1,0,Ask Follow-up Question
95,89,92,1,0.893,0.855,0.155,0.853,Easy,0,0,Increase Difficulty
97,94,96,0,0.967,0.919,0.052,0.92,Easy,0,0,Increase Difficulty
87,85,81,0,0.791,0.817,0.308,0.799,Hard,0,1,Maintain Difficulty
27,40,20,7,0.225,0.219,0.949,0.364,Hard,0,3,Reduce Difficulty
89,86,89,1,0.848,0.875,0.168,0.868,Medium,1,0,Ask Application Question
72,68,79,2,0.553,0.566,0.438,0.606,Medium,0,1,Ask Follow-up Question
28,34,35,6,0.258,0.257,0.714,0.275,Hard,0,4,Reduce Difficulty
94,90,94,1,0.902,0.862,0.107,0.837,Easy,0,0,Increase Difficulty
94,95,94,0,0.918,0.916,0.057,0.934,Hard,0,0,Switch Topic
89,86,87,1,0.86,0.836,0.179,0.806,Medium,2,0,Ask Application Question
94,93,94,0,0.905,0.895,0.085,0.913,Hard,0,0,Switch Topic
36,44,39,7,0.321,0.443,0.679,0.407,Medium,1,0,Reduce Difficulty
68,73,63,2,0.622,0.607,0.474,0.683,Easy,1,0,Maintain Difficulty
83,84,84,2,0.685,0.708,0.225,0.739,Medium,2,0,Ask Application Question
66,64,70,2,0.593,0.622,0.405,0.593,Easy,1,0,Maintain Difficulty
35,42,28,7,0.324,0.356,0.839,0.379,Hard,0,2,Reduce Difficulty
78,71,84,1,0.719,0.703,0.338,0.657,Medium,0,1,Ask Follow-up Question
97,94,95,0,0.944,0.946,0.093,0.942,Hard,0,0,Switch Topic
76,67,75,6,0.664,0.722,0.41,0.641,Medium,1,0,Probe Missing Concept
77,79,79,4,0.701,0.741,0.25,0.693,Medium,0,1,Probe Missing Concept
48,39,53,4,0.433,0.375,0.57,0.351,Hard,2,0,Maintain Difficulty
36,39,30,8,0.312,0.399,0.808,0.32,Hard,1,0,Reduce Difficulty
92,89,90,1,0.83,0.825,0.152,0.846,Easy,0,0,Increase Difficulty
72,54,65,5,0.651,0.57,0.561,0.528,Medium,1,0,Probe Missing Concept
88,83,86,0,0.849,0.755,0.249,0.786,Medium,0,1,Ask Application Question
97,92,93,0,0.919,0.885,0.121,0.912,Easy,0,0,Increase Difficulty
95,93,93,0,0.886,0.902,0.089,0.903,Easy,0,0,Increase Difficulty
69,62,58,5,0.635,0.524,0.453,0.449,Medium,0,0,Probe Missing Concept
34,42,43,4,0.359,0.342,0.586,0.398,Medium,1,0,Reduce Difficulty
76,56,79,2,0.679,0.679,0.329,0.509,Hard,0,1,Maintain Difficulty
33,37,33,6,0.317,0.313,0.756,0.314,Medium,0,4,Reduce Difficulty
32,31,28,8,0.252,0.324,0.842,0.205,Hard,0,3,Reduce Difficulty
44,30,50,4,0.381,0.351,0.606,0.256,Easy,0,2,Maintain Difficulty
99,96,95,0,0.969,0.926,0.057,0.969,Easy,0,0,Increase Difficulty
95,93,94,0,0.927,0.909,0.086,0.921,Hard,0,0,Switch Topic
71,61,79,3,0.542,0.492,0.52,0.42,Medium,0,1,Ask Follow-up Question
46,45,42,3,0.553,0.41,0.61,0.441,Hard,1,0,Reduce Difficulty
95,92,95,0,0.925,0.92,0.083,0.894,Hard,0,0,Switch Topic
96,91,94,0,0.916,0.903,0.108,0.877,Easy,0,0,Increase Difficulty
95,93,94,0,0.923,0.914,0.09,0.914,Hard,0,0,Switch Topic
98,94,96,0,0.981,0.956,0.083,0.953,Hard,0,0,Switch Topic
63,57,66,5,0.561,0.511,0.515,0.545,Easy,1,0,Probe Missing Concept
96,95,95,0,0.934,0.952,0.068,0.952,Hard,0,0,Switch Topic
72,49,63,5,0.644,0.543,0.616,0.497,Medium,0,1,Probe Missing Concept
88,81,82,1,0.835,0.739,0.309,0.674,Medium,2,0,Ask Application Question
53,48,59,6,0.441,0.389,0.61,0.472,Medium,0,2,Probe Missing Concept
29,38,38,5,0.286,0.263,0.659,0.346,Hard,0,4,Reduce Difficulty
34,36,31,6,0.332,0.29,0.776,0.308,Hard,0,5,Reduce Difficulty
83,67,82,3,0.798,0.673,0.285,0.626,Hard,0,1,Maintain Difficulty
95,95,94,0,0.918,0.919,0.074,0.946,Hard,0,0,Switch Topic
69,68,77,3,0.498,0.463,0.49,0.627,Medium,2,0,Ask Follow-up Question
93,94,94,1,0.914,0.885,0.057,0.914,Hard,0,0,Switch Topic
70,66,82,2,0.548,0.528,0.387,0.501,Medium,0,1,Ask Follow-up Question
79,75,87,0,0.709,0.806,0.214,0.73,Easy,0,1,Ask Follow-up Question
79,80,81,2,0.588,0.595,0.32,0.655,Medium,2,0,Ask Application Question
96,94,96,0,0.93,0.925,0.05,0.899,Easy,0,0,Increase Difficulty
87,79,88,2,0.893,0.731,0.241,0.82,Easy,0,2,Probe Missing Concept
96,92,94,0,0.903,0.911,0.104,0.884,Easy,0,0,Increase Difficulty
48,47,57,6,0.383,0.355,0.626,0.446,Medium,0,2,Probe Missing Concept
62,76,64,6,0.519,0.62,0.291,0.509,Easy,0,1,Probe Missing Concept
80,73,84,3,0.789,0.655,0.297,0.732,Medium,2,0,Ask Follow-up Question
30,31,18,6,0.299,0.162,0.963,0.238,Medium,1,0,Reduce Difficulty
74,73,86,3,0.676,0.585,0.207,0.676,Easy,0,1,Ask Follow-up Question
82,71,88,1,0.826,0.777,0.245,0.649,Easy,3,0,Ask Follow-up Question
77,69,83,2,0.708,0.65,0.373,0.635,Medium,2,0,Ask Follow-up Question
81,83,84,2,0.645,0.68,0.249,0.733,Medium,2,0,Ask Application Question
41,45,48,4,0.464,0.438,0.516,0.441,Hard,0,4,Reduce Difficulty
54,67,67,6,0.434,0.538,0.393,0.556,Easy,2,0,Probe Missing Concept
34,29,15,6,0.34,0.178,1.0,0.194,Hard,0,2,Reduce Difficulty
39,41,35,5,0.427,0.353,0.724,0.375,Hard,0,3,Reduce Difficulty
64,61,64,3,0.588,0.558,0.459,0.57,Easy,1,0,Maintain Difficulty
87,75,87,3,0.845,0.787,0.296,0.786,Medium,0,1,Probe Missing Concept
86,84,85,2,0.77,0.789,0.218,0.749,Medium,1,0,Ask Application Question
82,78,80,2,0.67,0.63,0.387,0.617,Medium,1,0,Ask Application Question
39,41,35,4,0.429,0.353,0.718,0.376,Hard,0,4,Reduce Difficulty
88,85,85,0,0.855,0.751,0.199,0.765,Medium,2,0,Ask Application Question
29,41,31,5,0.287,0.253,0.769,0.38,Medium,0,3,Reduce Difficulty
51,42,50,7,0.408,0.354,0.689,0.354,Medium,1,0,Probe Missing Concept
82,76,87,3,0.866,0.697,0.208,0.791,Medium,2,0,Ask Follow-up Question
47,49,49,3,0.39,0.446,0.619,0.438,Hard,2,0,Maintain Difficulty
97,93,95,0,0.944,0.909,0.079,0.911,Easy,0,0,Increase Difficulty
84,81,84,2,0.709,0.709,0.301,0.726,Medium,1,0,Ask Application Question
82,84,79,3,0.794,0.736,0.192,0.701,Easy,0,1,Probe Missing Concept
82,80,89,0,0.795,0.856,0.1,0.846,Medium,2,0,Ask Follow-up Question
69,67,75,4,0.487,0.429,0.543,0.6,Medium,1,0,Ask Follow-up Question
52,58,63,2,0.448,0.516,0.471,0.539,Hard,2,0,Maintain Difficulty
35,40,35,5,0.369,0.305,0.707,0.367,Hard,1,0,Reduce Difficulty
33,37,33,6,0.329,0.304,0.75,0.322,Hard,1,0,Reduce Difficulty
68,67,80,3,0.477,0.466,0.417,0.541,Easy,0,1,Ask Follow-up Question
82,72,76,3,0.817,0.658,0.323,0.669,Medium,2,0,Probe Missing Concept
63,67,67,5,0.555,0.557,0.384,0.562,Medium,1,0,Probe Missing Concept
75,63,76,3,0.728,0.6,0.431,0.675,Easy,0,1,Probe Missing Concept
57,52,53,8,0.421,0.507,0.586,0.371,Easy,2,0,Probe Missing Concept
74,72,79,3,0.62,0.568,0.404,0.72,Medium,1,0,Ask Follow-up Question
63,60,72,5,0.643,0.464,0.362,0.581,Medium,0,1,Maintain Difficulty
36,37,30,5,0.372,0.309,0.79,0.315,Medium,0,3,Reduce Difficulty
82,77,92,1,0.86,0.825,0.066,0.761,Easy,1,0,Ask Follow-up Question
86,82,86,1,0.775,0.731,0.268,0.779,Medium,2,0,Ask Application Question
67,69,69,4,0.614,0.576,0.364,0.589,Medium,1,0,Probe Missing Concept
40,36,33,3,0.471,0.271,0.737,0.319,Hard,0,4,Reduce Difficulty
93,89,92,0,0.859,0.867,0.133,0.834,Easy,0,0,Increase Difficulty
28,35,35,8,0.193,0.341,0.734,0.28,Hard,0,3,Reduce Difficulty
61,59,69,5,0.532,0.531,0.492,0.584,Medium,0,1,Probe Missing Concept
52,51,50,4,0.466,0.433,0.6,0.468,Hard,0,1,Maintain Difficulty
98,94,96,0,0.969,0.947,0.069,0.916,Easy,0,0,Increase Difficulty
89,82,84,1,0.827,0.789,0.27,0.732,Medium,1,0,Ask Application Question
60,59,51,3,0.538,0.509,0.594,0.548,Medium,2,0,Maintain Difficulty
59,67,65,5,0.53,0.5,0.387,0.537,Medium,0,1,Probe Missing Concept
80,66,90,4,0.758,0.716,0.408,0.835,Medium,1,0,Probe Missing Concept
65,58,71,4,0.614,0.494,0.483,0.613,Easy,1,0,Probe Missing Concept
41,47,51,4,0.368,0.358,0.586,0.442,Easy,0,1,Maintain Difficulty
68,67,70,4,0.627,0.579,0.393,0.595,Easy,0,1,Probe Missing Concept
57,48,51,5,0.561,0.385,0.581,0.448,Easy,1,0,Maintain Difficulty
73,70,81,3,0.625,0.553,0.376,0.638,Medium,1,0,Ask Follow-up Question
63,79,77,2,0.651,0.508,0.21,0.715,Easy,0,2,Probe Missing Concept
81,77,90,1,0.833,0.8,0.105,0.776,Medium,1,0,Ask Follow-up Question
83,83,87,2,0.693,0.747,0.245,0.8,Medium,0,1,Ask Application Question
35,36,33,6,0.336,0.318,0.755,0.291,Hard,0,1,Reduce Difficulty
39,38,28,7,0.37,0.37,0.84,0.323,Hard,0,2,Reduce Difficulty
99,96,95,0,0.955,0.987,0.081,0.984,Hard,0,0,Switch Topic
100,95,98,0,1.0,0.953,0.042,0.94,Easy,0,0,Increase Difficulty
74,71,81,1,0.566,0.699,0.387,0.661,Medium,1,0,Ask Follow-up Question
33,30,29,6,0.31,0.257,0.807,0.208,Medium,0,4,Reduce Difficulty
99,94,94,0,0.947,0.935,0.101,0.952,Easy,0,0,Increase Difficulty
73,82,90,3,0.711,0.702,0.202,0.841,Easy,3,0,Probe Missing Concept
26,35,17,8,0.172,0.235,0.996,0.273,Hard,1,0,Reduce Difficulty
65,77,66,5,0.581,0.596,0.267,0.552,Medium,1,0,Probe Missing Concept
77,76,87,2,0.728,0.69,0.174,0.737,Easy,0,1,Ask Follow-up Question
96,93,96,0,0.953,0.941,0.087,0.91,Hard,0,0,Switch Topic
70,65,73,5,0.624,0.635,0.426,0.619,Medium,1,0,Probe Missing Concept
87,83,87,1,0.795,0.784,0.245,0.822,Medium,3,0,Ask Application Question
38,52,39,4,0.429,0.389,0.656,0.551,Medium,1,0,Reduce Difficulty
32,31,17,6,0.314,0.165,0.991,0.224,Hard,0,3,Reduce Difficulty
52,34,48,4,0.454,0.392,0.626,0.298,Hard,0,2,Maintain Difficulty
90,87,87,0,0.885,0.844,0.139,0.809,Medium,1,0,Ask Application Question
92,89,93,0,0.872,0.873,0.141,0.847,Hard,0,0,Switch Topic
95,93,94,0,0.922,0.89,0.076,0.899,Easy,0,0,Increase Difficulty
90,86,86,0,0.893,0.831,0.167,0.777,Medium,3,0,Ask Application Question
27,40,27,5,0.258,0.211,0.824,0.367,Hard,0,3,Reduce Difficulty
35,41,38,6,0.348,0.371,0.67,0.374,Hard,0,3,Reduce Difficulty
35,34,36,6,0.333,0.348,0.719,0.27,Medium,0,3,Reduce Difficulty
74,69,78,3,0.637,0.519,0.459,0.665,Medium,0,1,Ask Follow-up Question
94,90,90,1,0.86,0.832,0.148,0.865,Easy,0,0,Increase Difficulty
78,74,86,1,0.729,0.722,0.219,0.721,Medium,2,0,Ask Follow-up Question
78,76,86,2,0.754,0.674,0.184,0.779,Easy,0,1,Ask Follow-up Question
82,77,87,2,0.844,0.756,0.175,0.805,Medium,0,1,Ask Follow-up Question
65,53,66,2,0.56,0.609,0.455,0.475,Hard,0,1,Maintain Difficulty
94,90,90,1,0.868,0.831,0.156,0.878,Easy,0,0,Increase Difficulty
94,92,94,0,0.911,0.894,0.089,0.904,Hard,0,0,Switch Topic
63,63,63,4,0.605,0.442,0.421,0.525,Easy,0,1,Probe Missing Concept
92,90,93,1,0.872,0.855,0.106,0.865,Hard,0,0,Switch Topic
78,82,80,2,0.567,0.593,0.255,0.642,Medium,2,0,Ask Application Question
